asset,exchange,timestamp,open,high,low,close,volume
TCS,NSE,2026-07-23 07:15:00+00:00,2222.9,2225.1,2221.0,2222.9,54644
TCS,NSE,2026-07-23 07:30:00+00:00,2223.1,2226.6,2221.2,2225.5,56613
TCS,NSE,2026-07-23 07:45:00+00:00,2225.5,2231.0,2223.5,2230.0,86943
TCS,NSE,2026-07-23 08:00:00+00:00,2230.7,2235.9,2230.0,2233.6,96204
TCS,NSE,2026-07-23 08:15:00+00:00,2233.7,2240.8,2233.6,2238.8,88560
TCS,NSE,2026-07-23 08:30:00+00:00,2239.0,2242.9,2238.1,2240.0,154674
TCS,NSE,2026-07-23 08:45:00+00:00,2240.0,2244.2,2238.2,2241.2,116232
TCS,NSE,2026-07-23 09:00:00+00:00,2241.7,2250.0,2240.9,2244.0,140276
TCS,NSE,2026-07-23 09:15:00+00:00,2244.0,2245.2,2238.7,2240.7,113674
TCS,NSE,2026-07-23 09:30:00+00:00,2240.9,2248.1,2238.0,2243.7,369893
TCS,NSE,2026-07-23 09:45:00+00:00,2243.7,2248.4,2240.5,2245.0,285154
TCS,NSE,2026-07-24 03:45:00+00:00,2205.1,2264.3,2205.1,2248.4,518570
TCS,NSE,2026-07-24 04:00:00+00:00,2248.0,2258.0,2240.6,2243.3,193844
TCS,NSE,2026-07-24 04:15:00+00:00,2243.5,2253.4,2241.5,2241.7,137887
TCS,NSE,2026-07-24 04:30:00+00:00,2242.4,2246.5,2237.6,2240.0,138306
TCS,NSE,2026-07-24 04:45:00+00:00,2240.1,2247.2,2231.3,2231.7,180948
TCS,NSE,2026-07-24 05:00:00+00:00,2231.7,2238.8,2228.0,2238.8,104436
TCS,NSE,2026-07-24 05:15:00+00:00,2238.5,2242.4,2234.7,2237.0,90627
TCS,NSE,2026-07-24 05:30:00+00:00,2237.0,2237.3,2229.5,2229.7,47325
TCS,NSE,2026-07-24 05:45:00+00:00,2229.7,2233.8,2223.2,2227.0,67426
TCS,NSE,2026-07-24 06:00:00+00:00,2227.0,2239.0,2216.7,2238.1,191369
TCS,NSE,2026-07-24 06:15:00+00:00,2238.8,2243.5,2235.7,2237.3,65495
TCS,NSE,2026-07-24 06:30:00+00:00,2237.6,2238.5,2233.6,2237.1,37455
TCS,NSE,2026-07-24 06:45:00+00:00,2237.3,2249.6,2235.5,2248.9,91297
